id,filepath,site,label
ZJ000057,train_features/ZJ000057.jpg,S0184,antelope_duiker
ZJ000058,train_features/ZJ000058.jpg,S0027,monkey_prosimian
ZJ000059,train_features/ZJ000059.jpg,S0026,monkey_prosimian
ZJ000060,train_features/ZJ000060.jpg,S0004,bird
ZJ000061,train_features/ZJ000061.jpg,S0022,blank
ZJ000062,train_features/ZJ000062.jpg,S0120,blank
ZJ000063,train_features/ZJ000063.jpg,S0024,leopard
ZJ000064,train_features/ZJ000064.jpg,S0035,blank
ZJ000065,train_features/ZJ000065.jpg,S0063,antelope_duiker
ZJ000066,train_features/ZJ000066.jpg,S0019,civet_genet
ZJ000067,train_features/ZJ000067.jpg,S0018,antelope_duiker
ZJ000068,train_features/ZJ000068.jpg,S0069,rodent
ZJ000069,train_features/ZJ000069.jpg,S0060,civet_genet
ZJ000070,train_features/ZJ000070.jpg,S0008,blank
ZJ000071,train_features/ZJ000071.jpg,S0081,bird
ZJ000072,train_features/ZJ000072.jpg,S0014,hog
ZJ000073,train_features/ZJ000073.jpg,S0060,civet_genet
ZJ000074,train_features/ZJ000074.jpg,S0008,bird
ZJ000075,train_features/ZJ000075.jpg,S0060,civet_genet
ZJ000076,train_features/ZJ000076.jpg,S0120,rodent
ZJ000077,train_features/ZJ000077.jpg,S0069,civet_genet
ZJ000078,train_features/ZJ000078.jpg,S0125,antelope_duiker
ZJ000079,train_features/ZJ000079.jpg,S0008,bird
ZJ000080,train_features/ZJ000080.jpg,S0080,monkey_prosimian
ZJ000081,train_features/ZJ000081.jpg,S0089,bird
ZJ000082,train_features/ZJ000082.jpg,S0110,blank
ZJ000083,train_features/ZJ000083.jpg,S0127,civet_genet
ZJ000084,train_features/ZJ000084.jpg,S0159,blank
ZJ000085,train_features/ZJ000085.jpg,S0051,civet_genet
ZJ000086,train_features/ZJ000086.jpg,S0112,leopard
ZJ000087,train_features/ZJ000087.jpg,S0108,bird
ZJ000088,train_features/ZJ000088.jpg,S0074,antelope_duiker
ZJ000089,train_features/ZJ000089.jpg,S0157,monkey_prosimian
ZJ000090,train_features/ZJ000090.jpg,S0155,leopard
ZJ000091,train_features/ZJ000091.jpg,S0122,blank
ZJ000092,train_features/ZJ000092.jpg,S0089,bird
ZJ000093,train_features/ZJ000093.jpg,S0095,civet_genet
ZJ000094,train_features/ZJ000094.jpg,S0123,antelope_duiker
ZJ000095,train_features/ZJ000095.jpg,S0071,rodent
ZJ000096,train_features/ZJ000096.jpg,S0014,leopard
ZJ000097,train_features/ZJ000097.jpg,S0001,leopard
ZJ000098,train_features/ZJ000098.jpg,S0075,antelope_duiker
ZJ000099,train_features/ZJ000099.jpg,S0023,leopard
ZJ000100,train_features/ZJ000100.jpg,S0008,blank
ZJ000101,train_features/ZJ000101.jpg,S0149,antelope_duiker
ZJ000102,train_features/ZJ000102.jpg,S0185,leopard
ZJ000103,train_features/ZJ000103.jpg,S0035,monkey_prosimian
ZJ000104,train_features/ZJ000104.jpg,S0185,blank
ZJ000105,train_features/ZJ000105.jpg,S0069,monkey_prosimian
ZJ000106,train_features/ZJ000106.jpg,S0043,leopard
ZJ000107,train_features/ZJ000107.jpg,S0059,blank
ZJ000108,train_features/ZJ000108.jpg,S0043,leopard
ZJ000109,train_features/ZJ000109.jpg,S0159,hog
ZJ000110,train_features/ZJ000110.jpg,S0001,blank
ZJ000111,train_features/ZJ000111.jpg,S0088,antelope_duiker
ZJ000112,train_features/ZJ000112.jpg,S0130,rodent
ZJ000113,train_features/ZJ000113.jpg,S0060,civet_genet
ZJ000114,train_features/ZJ000114.jpg,S0088,bird
ZJ000115,train_features/ZJ000115.jpg,S0186,civet_genet
ZJ000116,train_features/ZJ000116.jpg,S0124,civet_genet
ZJ000117,train_features/ZJ000117.jpg,S0009,monkey_prosimian
ZJ000118,train_features/ZJ000118.jpg,S0130,rodent
ZJ000119,train_features/ZJ000119.jpg,S0023,leopard
ZJ000120,train_features/ZJ000120.jpg,S0070,monkey_prosimian
ZJ000121,train_features/ZJ000121.jpg,S0069,monkey_prosimian
ZJ000122,train_features/ZJ000122.jpg,S0009,rodent
ZJ000123,train_features/ZJ000123.jpg,S0021,antelope_duiker
ZJ000124,train_features/ZJ000124.jpg,S0108,antelope_duiker
ZJ000125,train_features/ZJ000125.jpg,S0008,bird
ZJ000126,train_features/ZJ000126.jpg,S0043,rodent
ZJ000127,train_features/ZJ000127.jpg,S0031,antelope_duiker
ZJ000128,train_features/ZJ000128.jpg,S0046,leopard
ZJ000129,train_features/ZJ000129.jpg,S0136,bird
ZJ000130,train_features/ZJ000130.jpg,S0174,rodent
ZJ000131,train_features/ZJ000131.jpg,S0056,antelope_duiker
ZJ000132,train_features/ZJ000132.jpg,S0060,civet_genet
ZJ000133,train_features/ZJ000133.jpg,S0060,civet_genet
ZJ000134,train_features/ZJ000134.jpg,S0019,hog
ZJ000135,train_features/ZJ000135.jpg,S0013,civet_genet
ZJ000136,train_features/ZJ000136.jpg,S0020,civet_genet
ZJ000137,train_features/ZJ000137.jpg,S0013,antelope_duiker
ZJ000138,train_features/ZJ000138.jpg,S0043,leopard
ZJ000139,train_features/ZJ000139.jpg,S0060,civet_genet
ZJ000140,train_features/ZJ000140.jpg,S0063,antelope_duiker
ZJ000141,train_features/ZJ000141.jpg,S0005,blank
ZJ000142,train_features/ZJ000142.jpg,S0022,blank
ZJ000143,train_features/ZJ000143.jpg,S0120,rodent
ZJ000144,train_features/ZJ000144.jpg,S0013,blank
ZJ000145,train_features/ZJ000145.jpg,S0123,antelope_duiker
ZJ000146,train_features/ZJ000146.jpg,S0120,rodent
ZJ000147,train_features/ZJ000147.jpg,S0059,rodent
ZJ000148,train_features/ZJ000148.jpg,S0026,rodent
ZJ000149,train_features/ZJ000149.jpg,S0030,antelope_duiker
ZJ000150,train_features/ZJ000150.jpg,S0184,antelope_duiker
ZJ000151,train_features/ZJ000151.jpg,S0059,civet_genet
ZJ000152,train_features/ZJ000152.jpg,S0063,antelope_duiker
ZJ000153,train_features/ZJ000153.jpg,S0008,rodent
ZJ000154,train_features/ZJ000154.jpg,S0009,bird
ZJ000155,train_features/ZJ000155.jpg,S0136,blank
ZJ000156,train_features/ZJ000156.jpg,S0038,leopard
ZJ000157,train_features/ZJ000157.jpg,S0158,antelope_duiker
ZJ000158,train_features/ZJ000158.jpg,S0060,civet_genet
ZJ000159,train_features/ZJ000159.jpg,S0156,leopard
ZJ000160,train_features/ZJ000160.jpg,S0071,rodent
ZJ000161,train_features/ZJ000161.jpg,S0022,leopard
ZJ000162,train_features/ZJ000162.jpg,S0071,bird
ZJ000163,train_features/ZJ000163.jpg,S0004,bird
ZJ000164,train_features/ZJ000164.jpg,S0077,monkey_prosimian
ZJ000165,train_features/ZJ000165.jpg,S0001,blank
ZJ000166,train_features/ZJ000166.jpg,S0043,leopard
ZJ000167,train_features/ZJ000167.jpg,S0016,bird
ZJ000168,train_features/ZJ000168.jpg,S0008,blank
ZJ000169,train_features/ZJ000169.jpg,S0036,rodent
ZJ000170,train_features/ZJ000170.jpg,S0063,antelope_duiker
ZJ000171,train_features/ZJ000171.jpg,S0009,monkey_prosimian
ZJ000172,train_features/ZJ000172.jpg,S0036,blank
ZJ000173,train_features/ZJ000173.jpg,S0026,monkey_prosimian
ZJ000174,train_features/ZJ000174.jpg,S0080,bird
ZJ000175,train_features/ZJ000175.jpg,S0043,leopard
ZJ000176,train_features/ZJ000176.jpg,S0081,civet_genet
ZJ000177,train_features/ZJ000177.jpg,S0009,monkey_prosimian
ZJ000178,train_features/ZJ000178.jpg,S0184,civet_genet
ZJ000179,train_features/ZJ000179.jpg,S0084,leopard
ZJ000180,train_features/ZJ000180.jpg,S0027,blank
ZJ000181,train_features/ZJ000181.jpg,S0042,blank
ZJ000182,train_features/ZJ000182.jpg,S0021,monkey_prosimian
ZJ000183,train_features/ZJ000183.jpg,S0179,monkey_prosimian
ZJ000184,train_features/ZJ000184.jpg,S0059,rodent
ZJ000185,train_features/ZJ000185.jpg,S0031,leopard
ZJ000186,train_features/ZJ000186.jpg,S0070,civet_genet
ZJ000187,train_features/ZJ000187.jpg,S0023,antelope_duiker
ZJ000188,train_features/ZJ000188.jpg,S0053,antelope_duiker
ZJ000189,train_features/ZJ000189.jpg,S0096,leopard
ZJ000190,train_features/ZJ000190.jpg,S0009,bird
ZJ000191,train_features/ZJ000191.jpg,S0069,antelope_duiker
ZJ000192,train_features/ZJ000192.jpg,S0095,bird
ZJ000193,train_features/ZJ000193.jpg,S0059,blank
ZJ000194,train_features/ZJ000194.jpg,S0036,monkey_prosimian
ZJ000195,train_features/ZJ000195.jpg,S0022,blank
ZJ000196,train_features/ZJ000196.jpg,S0110,blank
ZJ000197,train_features/ZJ000197.jpg,S0123,antelope_duiker
ZJ000198,train_features/ZJ000198.jpg,S0137,rodent
ZJ000199,train_features/ZJ000199.jpg,S0163,monkey_prosimian
ZJ000200,train_features/ZJ000200.jpg,S0073,blank
ZJ000201,train_features/ZJ000201.jpg,S0121,monkey_prosimian
ZJ000202,train_features/ZJ000202.jpg,S0071,civet_genet
ZJ000203,train_features/ZJ000203.jpg,S0063,rodent
ZJ000204,train_features/ZJ000204.jpg,S0063,blank
ZJ000205,train_features/ZJ000205.jpg,S0088,rodent
ZJ000206,train_features/ZJ000206.jpg,S0062,rodent
ZJ000207,train_features/ZJ000207.jpg,S0029,antelope_duiker
ZJ000208,train_features/ZJ000208.jpg,S0009,bird
ZJ000209,train_features/ZJ000209.jpg,S0071,rodent
ZJ000210,train_features/ZJ000210.jpg,S0029,antelope_duiker
ZJ000211,train_features/ZJ000211.jpg,S0136,antelope_duiker
ZJ000212,train_features/ZJ000212.jpg,S0069,rodent
ZJ000213,train_features/ZJ000213.jpg,S0153,leopard
ZJ000214,train_features/ZJ000214.jpg,S0069,monkey_prosimian
ZJ000215,train_features/ZJ000215.jpg,S0025,monkey_prosimian
ZJ000216,train_features/ZJ000216.jpg,S0061,antelope_duiker
ZJ000217,train_features/ZJ000217.jpg,S0002,rodent
ZJ000218,train_features/ZJ000218.jpg,S0060,civet_genet
ZJ000219,train_features/ZJ000219.jpg,S0080,rodent
ZJ000220,train_features/ZJ000220.jpg,S0144,hog
ZJ000221,train_features/ZJ000221.jpg,S0032,blank
ZJ000222,train_features/ZJ000222.jpg,S0060,antelope_duiker
ZJ000223,train_features/ZJ000223.jpg,S0147,rodent
ZJ000224,train_features/ZJ000224.jpg,S0023,civet_genet
ZJ000225,train_features/ZJ000225.jpg,S0120,rodent
ZJ000226,train_features/ZJ000226.jpg,S0031,rodent
ZJ000227,train_features/ZJ000227.jpg,S0013,monkey_prosimian
ZJ000228,train_features/ZJ000228.jpg,S0104,antelope_duiker
ZJ000229,train_features/ZJ000229.jpg,S0083,leopard
ZJ000230,train_features/ZJ000230.jpg,S0063,monkey_prosimian
ZJ000231,train_features/ZJ000231.jpg,S0022,bird
ZJ000232,train_features/ZJ000232.jpg,S0175,blank
ZJ000233,train_features/ZJ000233.jpg,S0035,monkey_prosimian
ZJ000234,train_features/ZJ000234.jpg,S0186,civet_genet
ZJ000235,train_features/ZJ000235.jpg,S0022,leopard
ZJ000236,train_features/ZJ000236.jpg,S0014,leopard
ZJ000237,train_features/ZJ000237.jpg,S0031,leopard
ZJ000238,train_features/ZJ000238.jpg,S0136,antelope_duiker
ZJ000239,train_features/ZJ000239.jpg,S0120,antelope_duiker
ZJ000240,train_features/ZJ000240.jpg,S0186,civet_genet
ZJ000241,train_features/ZJ000241.jpg,S0185,blank
ZJ000242,train_features/ZJ000242.jpg,S0070,civet_genet
ZJ000243,train_features/ZJ000243.jpg,S0030,rodent
ZJ000244,train_features/ZJ000244.jpg,S0038,leopard
ZJ000245,train_features/ZJ000245.jpg,S0026,bird
ZJ000246,train_features/ZJ000246.jpg,S0002,monkey_prosimian
ZJ000247,train_features/ZJ000247.jpg,S0069,antelope_duiker
ZJ000248,train_features/ZJ000248.jpg,S0176,monkey_prosimian
ZJ000249,train_features/ZJ000249.jpg,S0159,monkey_prosimian
ZJ000250,train_features/ZJ000250.jpg,S0036,rodent
ZJ000251,train_features/ZJ000251.jpg,S0120,bird
ZJ000252,train_features/ZJ000252.jpg,S0050,blank
ZJ000253,train_features/ZJ000253.jpg,S0096,leopard
ZJ000254,train_features/ZJ000254.jpg,S0063,antelope_duiker
ZJ000255,train_features/ZJ000255.jpg,S0004,monkey_prosimian
ZJ000256,train_features/ZJ000256.jpg,S0070,rodent
ZJ000257,train_features/ZJ000257.jpg,S0008,blank
ZJ000258,train_features/ZJ000258.jpg,S0060,civet_genet
ZJ000259,train_features/ZJ000259.jpg,S0096,leopard
ZJ000260,train_features/ZJ000260.jpg,S0022,monkey_prosimian
ZJ000261,train_features/ZJ000261.jpg,S0089,monkey_prosimian
ZJ000262,train_features/ZJ000262.jpg,S0008,rodent
ZJ000263,train_features/ZJ000263.jpg,S0088,antelope_duiker
ZJ000264,train_features/ZJ000264.jpg,S0049,monkey_prosimian
ZJ000265,train_features/ZJ000265.jpg,S0027,monkey_prosimian
ZJ000266,train_features/ZJ000266.jpg,S0016,bird
ZJ000267,train_features/ZJ000267.jpg,S0137,blank
ZJ000268,train_features/ZJ000268.jpg,S0059,rodent
ZJ000269,train_features/ZJ000269.jpg,S0009,civet_genet
ZJ000270,train_features/ZJ000270.jpg,S0069,antelope_duiker
ZJ000271,train_features/ZJ000271.jpg,S0025,rodent
ZJ000272,train_features/ZJ000272.jpg,S0008,rodent
ZJ000273,train_features/ZJ000273.jpg,S0069,antelope_duiker
ZJ000274,train_features/ZJ000274.jpg,S0096,leopard
ZJ000275,train_features/ZJ000275.jpg,S0093,antelope_duiker
ZJ000276,train_features/ZJ000276.jpg,S0123,blank
ZJ000277,train_features/ZJ000277.jpg,S0018,bird
ZJ000278,train_features/ZJ000278.jpg,S0060,civet_genet
ZJ000279,train_features/ZJ000279.jpg,S0071,leopard
ZJ000280,train_features/ZJ000280.jpg,S0127,blank
ZJ000281,train_features/ZJ000281.jpg,S0136,antelope_duiker
ZJ000282,train_features/ZJ000282.jpg,S0147,rodent
ZJ000283,train_features/ZJ000283.jpg,S0060,civet_genet
ZJ000284,train_features/ZJ000284.jpg,S0081,bird
ZJ000285,train_features/ZJ000285.jpg,S0133,hog
ZJ000286,train_features/ZJ000286.jpg,S0061,blank
ZJ000287,train_features/ZJ000287.jpg,S0136,rodent
ZJ000288,train_features/ZJ000288.jpg,S0008,rodent
ZJ000289,train_features/ZJ000289.jpg,S0031,antelope_duiker
ZJ000290,train_features/ZJ000290.jpg,S0059,rodent
ZJ000291,train_features/ZJ000291.jpg,S0071,monkey_prosimian
ZJ000292,train_features/ZJ000292.jpg,S0130,bird
ZJ000293,train_features/ZJ000293.jpg,S0038,leopard
ZJ000294,train_features/ZJ000294.jpg,S0036,rodent
ZJ000295,train_features/ZJ000295.jpg,S0130,blank
ZJ000296,train_features/ZJ000296.jpg,S0022,leopard
ZJ000297,train_features/ZJ000297.jpg,S0036,monkey_prosimian
ZJ000298,train_features/ZJ000298.jpg,S0077,blank
ZJ000299,train_features/ZJ000299.jpg,S0146,monkey_prosimian
ZJ000300,train_features/ZJ000300.jpg,S0051,civet_genet
ZJ000301,train_features/ZJ000301.jpg,S0097,blank
ZJ000302,train_features/ZJ000302.jpg,S0097,monkey_prosimian
ZJ000303,train_features/ZJ000303.jpg,S0070,civet_genet
ZJ000304,train_features/ZJ000304.jpg,S0120,rodent
ZJ000305,train_features/ZJ000305.jpg,S0030,civet_genet
ZJ000306,train_features/ZJ000306.jpg,S0130,bird
ZJ000307,train_features/ZJ000307.jpg,S0008,rodent
ZJ000308,train_features/ZJ000308.jpg,S0060,civet_genet
ZJ000309,train_features/ZJ000309.jpg,S0008,antelope_duiker
ZJ000310,train_features/ZJ000310.jpg,S0095,hog
ZJ000311,train_features/ZJ000311.jpg,S0004,monkey_prosimian
ZJ000312,train_features/ZJ000312.jpg,S0004,monkey_prosimian
ZJ000313,train_features/ZJ000313.jpg,S0089,monkey_prosimian
ZJ000314,train_features/ZJ000314.jpg,S0049,monkey_prosimian
ZJ000315,train_features/ZJ000315.jpg,S0080,bird
ZJ000316,train_features/ZJ000316.jpg,S0003,blank
ZJ000317,train_features/ZJ000317.jpg,S0069,antelope_duiker
ZJ000318,train_features/ZJ000318.jpg,S0081,rodent
ZJ000319,train_features/ZJ000319.jpg,S0043,leopard
ZJ000320,train_features/ZJ000320.jpg,S0051,monkey_prosimian
ZJ000321,train_features/ZJ000321.jpg,S0137,monkey_prosimian
ZJ000322,train_features/ZJ000322.jpg,S0046,antelope_duiker
ZJ000323,train_features/ZJ000323.jpg,S0080,bird
ZJ000324,train_features/ZJ000324.jpg,S0130,rodent
ZJ000325,train_features/ZJ000325.jpg,S0027,monkey_prosimian
ZJ000326,train_features/ZJ000326.jpg,S0016,civet_genet
ZJ000327,train_features/ZJ000327.jpg,S0155,leopard
ZJ000328,train_features/ZJ000328.jpg,S0059,monkey_prosimian
ZJ000329,train_features/ZJ000329.jpg,S0030,blank
ZJ000330,train_features/ZJ000330.jpg,S0120,rodent
ZJ000331,train_features/ZJ000331.jpg,S0014,hog
ZJ000332,train_features/ZJ000332.jpg,S0150,leopard
ZJ000333,train_features/ZJ000333.jpg,S0186,antelope_duiker
ZJ000334,train_features/ZJ000334.jpg,S0172,blank
ZJ000335,train_features/ZJ000335.jpg,S0063,antelope_duiker
ZJ000336,train_features/ZJ000336.jpg,S0001,bird
ZJ000337,train_features/ZJ000337.jpg,S0060,civet_genet
ZJ000338,train_features/ZJ000338.jpg,S0001,leopard
ZJ000339,train_features/ZJ000339.jpg,S0161,monkey_prosimian
ZJ000340,train_features/ZJ000340.jpg,S0186,antelope_duiker
ZJ000341,train_features/ZJ000341.jpg,S0127,blank
ZJ000342,train_features/ZJ000342.jpg,S0164,antelope_duiker
ZJ000343,train_features/ZJ000343.jpg,S0062,rodent
ZJ000344,train_features/ZJ000344.jpg,S0101,bird
ZJ000345,train_features/ZJ000345.jpg,S0051,monkey_prosimian
ZJ000346,train_features/ZJ000346.jpg,S0070,civet_genet
ZJ000347,train_features/ZJ000347.jpg,S0035,monkey_prosimian
ZJ000348,train_features/ZJ000348.jpg,S0022,leopard
ZJ000349,train_features/ZJ000349.jpg,S0051,blank
ZJ000350,train_features/ZJ000350.jpg,S0101,hog
ZJ000351,train_features/ZJ000351.jpg,S0127,blank
ZJ000352,train_features/ZJ000352.jpg,S0020,civet_genet
ZJ000353,train_features/ZJ000353.jpg,S0036,antelope_duiker
ZJ000354,train_features/ZJ000354.jpg,S0049,civet_genet
ZJ000355,train_features/ZJ000355.jpg,S0062,rodent
ZJ000356,train_features/ZJ000356.jpg,S0060,civet_genet
ZJ000357,train_features/ZJ000357.jpg,S0053,antelope_duiker
ZJ000358,train_features/ZJ000358.jpg,S0051,monkey_prosimian
ZJ000359,train_features/ZJ000359.jpg,S0031,leopard
ZJ000360,train_features/ZJ000360.jpg,S0059,rodent
ZJ000361,train_features/ZJ000361.jpg,S0147,rodent
ZJ000362,train_features/ZJ000362.jpg,S0014,hog
ZJ000363,train_features/ZJ000363.jpg,S0008,blank
ZJ000364,train_features/ZJ000364.jpg,S0133,antelope_duiker
ZJ000365,train_features/ZJ000365.jpg,S0071,rodent
ZJ000366,train_features/ZJ000366.jpg,S0062,rodent
ZJ000367,train_features/ZJ000367.jpg,S0043,leopard
ZJ000368,train_features/ZJ000368.jpg,S0035,antelope_duiker
ZJ000369,train_features/ZJ000369.jpg,S0062,rodent
ZJ000370,train_features/ZJ000370.jpg,S0110,blank
ZJ000371,train_features/ZJ000371.jpg,S0063,blank
ZJ000372,train_features/ZJ000372.jpg,S0063,blank
ZJ000373,train_features/ZJ000373.jpg,S0008,rodent
ZJ000374,train_features/ZJ000374.jpg,S0123,monkey_prosimian
ZJ000375,train_features/ZJ000375.jpg,S0120,rodent
ZJ000376,train_features/ZJ000376.jpg,S0036,leopard
ZJ000377,train_features/ZJ000377.jpg,S0120,rodent
ZJ000378,train_features/ZJ000378.jpg,S0036,leopard
ZJ000379,train_features/ZJ000379.jpg,S0060,civet_genet
ZJ000380,train_features/ZJ000380.jpg,S0009,bird
ZJ000381,train_features/ZJ000381.jpg,S0061,blank
ZJ000382,train_features/ZJ000382.jpg,S0063,antelope_duiker
ZJ000383,train_features/ZJ000383.jpg,S0101,hog
ZJ000384,train_features/ZJ000384.jpg,S0160,leopard
ZJ000385,train_features/ZJ000385.jpg,S0009,bird
ZJ000386,train_features/ZJ000386.jpg,S0120,antelope_duiker
ZJ000387,train_features/ZJ000387.jpg,S0120,rodent
ZJ000388,train_features/ZJ000388.jpg,S0001,leopard
ZJ000389,train_features/ZJ000389.jpg,S0173,hog
ZJ000390,train_features/ZJ000390.jpg,S0134,bird
ZJ000391,train_features/ZJ000391.jpg,S0063,antelope_duiker
ZJ000392,train_features/ZJ000392.jpg,S0185,antelope_duiker
ZJ000393,train_features/ZJ000393.jpg,S0161,hog
ZJ000394,train_features/ZJ000394.jpg,S0043,leopard
ZJ000395,train_features/ZJ000395.jpg,S0024,blank
ZJ000396,train_features/ZJ000396.jpg,S0088,bird
ZJ000397,train_features/ZJ000397.jpg,S0038,leopard
ZJ000398,train_features/ZJ000398.jpg,S0137,rodent
ZJ000399,train_features/ZJ000399.jpg,S0170,leopard
ZJ000400,train_features/ZJ000400.jpg,S0193,monkey_prosimian
ZJ000401,train_features/ZJ000401.jpg,S0063,antelope_duiker
ZJ000402,train_features/ZJ000402.jpg,S0149,blank
ZJ000403,train_features/ZJ000403.jpg,S0059,bird
ZJ000404,train_features/ZJ000404.jpg,S0062,bird
ZJ000405,train_features/ZJ000405.jpg,S0009,antelope_duiker
ZJ000406,train_features/ZJ000406.jpg,S0022,monkey_prosimian
ZJ000407,train_features/ZJ000407.jpg,S0061,blank
ZJ000408,train_features/ZJ000408.jpg,S0083,leopard
ZJ000409,train_features/ZJ000409.jpg,S0071,leopard
ZJ000410,train_features/ZJ000410.jpg,S0104,antelope_duiker
ZJ000411,train_features/ZJ000411.jpg,S0088,monkey_prosimian
ZJ000412,train_features/ZJ000412.jpg,S0014,leopard
ZJ000413,train_features/ZJ000413.jpg,S0060,blank
ZJ000414,train_features/ZJ000414.jpg,S0179,leopard
ZJ000415,train_features/ZJ000415.jpg,S0036,leopard
ZJ000416,train_features/ZJ000416.jpg,S0030,civet_genet
ZJ000417,train_features/ZJ000417.jpg,S0063,antelope_duiker
ZJ000418,train_features/ZJ000418.jpg,S0095,civet_genet
ZJ000419,train_features/ZJ000419.jpg,S0095,hog
ZJ000420,train_features/ZJ000420.jpg,S0025,monkey_prosimian
ZJ000421,train_features/ZJ000421.jpg,S0120,bird
ZJ000422,train_features/ZJ000422.jpg,S0149,antelope_duiker
ZJ000423,train_features/ZJ000423.jpg,S0074,bird
ZJ000424,train_features/ZJ000424.jpg,S0134,bird
ZJ000425,train_features/ZJ000425.jpg,S0036,leopard
ZJ000426,train_features/ZJ000426.jpg,S0177,blank
ZJ000427,train_features/ZJ000427.jpg,S0159,hog
ZJ000428,train_features/ZJ000428.jpg,S0013,antelope_duiker
ZJ000429,train_features/ZJ000429.jpg,S0131,bird
ZJ000430,train_features/ZJ000430.jpg,S0005,monkey_prosimian
ZJ000431,train_features/ZJ000431.jpg,S0120,bird
ZJ000432,train_features/ZJ000432.jpg,S0060,civet_genet
ZJ000433,train_features/ZJ000433.jpg,S0017,blank
ZJ000434,train_features/ZJ000434.jpg,S0080,blank
ZJ000435,train_features/ZJ000435.jpg,S0120,antelope_duiker
ZJ000436,train_features/ZJ000436.jpg,S0023,blank
ZJ000437,train_features/ZJ000437.jpg,S0110,antelope_duiker
ZJ000438,train_features/ZJ000438.jpg,S0060,civet_genet
ZJ000439,train_features/ZJ000439.jpg,S0051,antelope_duiker
ZJ000440,train_features/ZJ000440.jpg,S0115,monkey_prosimian
ZJ000441,train_features/ZJ000441.jpg,S0047,blank
ZJ000442,train_features/ZJ000442.jpg,S0147,civet_genet
ZJ000443,train_features/ZJ000443.jpg,S0032,antelope_duiker
ZJ000444,train_features/ZJ000444.jpg,S0004,monkey_prosimian
